id,calories,proteins,fat,carbohydrate,name,kategori,image,kategori_kalori
141,368.0,2.6,8.6,70.0,Dodol banjarmasin,Karbo,https://cdn.idntimes.com/content-images/community/2021/01/101186477-721573788678961-609266625911808050-n-0b2e3fe55c98e8dc089991ca6127b017-d50f4f0a2cefd2131bdbae4fd41bbbef.jpg,Tinggi
142,348.0,0.4,3.8,76.1,Dodol galamai,Karbo,https://smansabangko.sch.id/storage/smansabangko.sch.id/editor/irouKFVLfBSxITWbSup2WiqvqfbWRybMTVnpJgr8.jpg,Tinggi
143,331.0,1.9,7.6,63.8,Dodol kedondong,Karbo,https://cdn-2.tstatic.net/manado/foto/bank/images/dodol-amurang_khas-manado.jpg,Tinggi
144,373.0,4.3,16.5,51.9,Dodol manado,Karbo,https://www.piknikdong.com/wp-content/uploads/2022/06/Resep-Awug-Sederhana.jpg,Tinggi
145,17.5,3.3,2.3,39.5,Dodonkol ,Karbo,https://png.pngtree.com/png-vector/20210913/ourlarge/pngtree-fresh-lamb-ingredients-png-image_3922032.jpg,Rendah
146,63.0,1.0,0.2,16.1,Duku,Karbo,https://asset-a.grid.id/crop/0x0:0x0/x/photo/2023/01/20/alasan-mengapa-buah-durian-diseb-20230120035049.jpg,Rendah
147,134.0,2.5,3.0,28.0,Durian,Karbo,https://t-2.tstatic.net/jogja/foto/bank/images/duwet-atau-jamblang_20181006_142430.jpg,Sedang
148,80.0,0.5,0.6,18.2,Duwet,Karbo,https://unair.ac.id/wp-content/uploads/2022/11/Foto-by-detikFood.jpeg,Rendah
149,590.0,18.5,57.0,0.0,Empal Goreng,Lemak,https://cdns.klimg.com/merdeka.com/i/w/news/2020/09/24/1224077/540x270/cara-membuat-emping-melinjo-yang-gurih-dan-renyah-mudah-dipraktikkan.jpg,Tinggi
150,345.0,12.0,1.5,71.5,Emping ,Karbo,https://id-test-11.slatic.net/p/8d475dd96749024eb4626810ea458829.jpg,Tinggi
151,403.0,10.6,2.2,85.3,Emping beras,Karbo,https://s2.bukalapak.com/img/762986024/large/Cemilan__Emping_Komak_Lombok_.jpg,Tinggi
152,355.0,17.8,4.6,60.7,Emping komak,Karbo,https://agretail.id/uploads/news/news_20200728174010_846.jpeg,Tinggi
153,122.0,3.5,4.5,17.5,Encung asam ,Karbo,https://lzd-img-global.slatic.net/g/p/46ae93d66169830341e0450a39d663b5.jpg_720x720q80.jpg_.webp,Sedang
154,210.0,4.0,12.5,20.6,Es krim,Karbo,https://cdn.nutritioninthekitch.com/wp-content/uploads/2022/03/Coconut-ice-cream-5-800x1184.jpg,Sedang
155,156.7,3.0,1.7,32.7,Es Krim (Coconut milk) ,Karbo,https://www.masakapahariini.com/wp-content/uploads/2020/06/es-mambo.jpg,Sedang
156,152.0,0.0,0.0,37.6,Es Mambo ,Karbo,"https://cdn.yummy.co.id/content-images/images/20220619/xfaVB26SMb4zm5RAt72MsKdSiArIkWyc-31363535363231363533d41d8cd98f00b204e9800998ecf8427e.jpg?x-oss-process=image/resize,w_388,h_388,m_fixed,x-oss-process=image/format,webp",Sedang
157,44.8,0.0,0.0,11.3,Es Sirup ,Karbo,https://www.recipetineats.com/wp-content/uploads/2018/08/Homemade-Filet-O-Fish_3.jpg,Rendah
158,270.0,12.3,15.9,19.3,Fillet o-fish,Karbo,https://cf.shopee.co.id/file/4bd71bb1fd0ed9886cc4dd7af0f7b436,Sedang
159,322.0,2.4,0.6,76.6,Gadung kering,Karbo,https://img.kurio.network/rlKzeW_1_iLZ-JMm9fFHX-rGdIE=/1200x1200/filters:quality(80)/https://kurio-img.kurioapps.com/22/06/22/53264347-b7ba-4257-852d-04e3d1b4e4e5.jpe,Tinggi
160,137.0,6.1,3.2,21.0,Gado-gado,Karbo,https://img-global.cpcdn.com/recipes/51c229856c44e39a/680x482cq70/gadung-kukus-foto-resep-utama.jpg,Sedang
161,88.0,0.8,0.3,20.9,Gadung kukus,Karbo,https://jernih.co/wp-content/uploads/gadung-1.jpg,Rendah
162,88.0,0.6,0.3,20.9,Gadung ubi kukus,Karbo,https://images.tokopedia.net/img/cache/500-square/product-1/2019/5/8/6003009/6003009_42d1e66b-cf0c-44b1-bf85-82709633f561.png,Rendah
163,13.0,0.3,0.6,1.6,Gambas lodeh,Karbo,https://awsimages.detik.net.id/community/media/visual/2019/12/27/cdbc1b24-d9d7-4212-a38f-f527093a21e6_43.jpeg?w=600&q=90,Rendah
164,68.0,0.7,0.1,18.0,Gandaria,Karbo,https://pbs.twimg.com/media/FaAqu9paIAEm13B?format=jpg&name=4096x4096,Rendah
165,100.0,0.8,0.2,23.8,Ganyong kukus,Karbo,https://3.bp.blogspot.com/-NKNz9WU0oo8/WfobcfcbliI/AAAAAAAAAQk/yJ3EvQk5_xQucwTaboHstWVS56JUmjjxACLcBGAs/s1600/IMG_6745.JPG,Rendah
166,100.0,0.8,0.2,23.8,Ganyong rebus,Karbo,https://id-test-11.slatic.net/p/b5d4ead3758c0c6492d33214e29bf296.jpg,Rendah
167,77.0,0.6,0.2,18.4,Ganyong segar,Karbo,https://img-global.cpcdn.com/recipes/136bf6be239b77b2/1280x1280sq70/photo.webp,Rendah
168,338.0,1.5,0.7,81.3,Gaplek,Karbo,https://visitbali.id/images/data/2021/Sep/27/615168beaee801728.jpg,Tinggi
169,191.0,4.5,1.5,39.7,Gatep segar,Karbo,https://upload.wikimedia.org/wikipedia/commons/f/fb/19._Gathot_2.jpg,Sedang
170,347.0,1.3,0.7,83.8,Gatot,Karbo,https://assets.pikiran-rakyat.com/crop/13x117:1065x1297/x/photo/2022/07/22/2059763332.jpg,Tinggi
171,195.0,0.4,1.7,44.4,Geblek,Karbo,https://asset.kompas.com/crops/_L9e1vMf1G0xP0ebOzrif0YDzzQ=/0x0:1000x667/750x500/data/photo/2020/10/06/5f7c01379379a.jpg,Sedang
172,389.0,0.0,0.0,91.0,Gelatine,Karbo,https://awsimages.detik.net.id/community/media/visual/2020/05/04/47dff53b-5a39-4136-907a-51e3754353b1_169.png?w=650&q=90,Tinggi
173,95.0,1.5,0.1,22.4,Gembili,Karbo,https://www.static-src.com/wcsstore/Indraprastha/images/catalog/full//101/MTA-48006729/tidak_ada_merk_umbi_gembili_500_gram_ubi_gembili_ketan_pulen_segar_full03_9aa38a1b.jpg,Rendah
174,131.0,1.1,0.2,31.3,Gembili ubi segar,Karbo,https://asset.kompas.com/crops/I3Y-iWTZTZ0TLo5ZTtNqPtrya_s=/0x73:1280x926/750x500/data/photo/2020/08/16/5f3913fdc5e69.jpg,Sedang
175,274.0,1.7,5.4,55.5,Gemblong,Karbo,https://img-global.cpcdn.com/recipes/8740dfff5f5019cb/1200x630cq70/photo.jpg,Sedang
176,407.0,6.4,28.2,32.0,Gendar goreng,Karbo,https://images.tokopedia.net/img/cache/700/product-1/2020/5/15/7845717/7845717_a5118472-420f-4bf5-a311-ff8401926d6d_1000_1000.jpg,Tinggi
177,35.0,1.7,0.2,7.7,Genjer segar,Karbo,https://www.tuguwisata.com/wp-content/uploads/2017/10/chefjourneys_3_10_2017_14_6_38_173.jpg,Rendah
178,350.0,1.4,14.4,53.6,Geplak,Karbo,https://id-live-01.slatic.net/p/e9d3d5c495903bfc0909965e77c210ad.jpg,Tinggi
179,462.0,3.1,24.4,57.7,Geplak jahe,Karbo,https://nilaigizi.com/assets/images/produk/produk_1535785356.jpg,Tinggi
180,75.0,8.2,2.0,6.0,Gete kuah asam ,Protein,https://resepkoki.id/wp-content/uploads/2016/03/Resep-Getuk-goreng.jpg,Rendah
181,360.0,1.3,6.4,74.3,Getuk goreng,Karbo,https://asset-a.grid.id/crop/0x0:0x0/x/photo/2018/12/21/1509136869.jpg,Tinggi
182,171.4,4.0,4.0,32.0,Getuk Lindri ,Karbo,https://asset.kompas.com/crops/l3xnQh1pGb-JXXnQlqwMVzdfRMo=/0x0:1000x667/750x500/data/photo/2022/12/25/63a7a3ef59ddd.jpeg,Sedang
183,144.0,1.1,0.4,34.1,Getuk pisang,Karbo,https://images.tokopedia.net/img/KRMmCm/2022/8/9/d04d11c4-f1e5-4595-8166-a53955b475ca.jpg,Sedang
184,204.0,0.5,1.4,47.4,Getuk singkong,Karbo,https://s1.bukalapak.com/img/6117974221/large/GINJAL_BABI___PORK_KIDNEY_.jpg,Sedang
185,53.0,1.6,1.6,8.8,Gudeg ,Karbo,https://1.bp.blogspot.com/-dubLmtxl4XI/V9NzynrpH4I/AAAAAAAAZTY/Mh8U8r2Fy58EWteb0ARFDyZWj7Wot4n0ACLcB/s1600/A%2BGUDEG%2BBASAH%2BIG.jpg,Rendah
186,160.0,3.3,9.2,16.0,Gudeg sayur,Karbo,https://pertanian.uma.ac.id/wp-content/uploads/2023/02/61b16531c9fe7.jpg,Sedang
187,368.0,0.0,0.0,95.0,Gula Aren,Karbo,https://centralagrolestari.com/public/storage/pos/images/1626581730.jpg,Tinggi
188,386.0,3.0,10.0,76.0,Gula Kelapa,Karbo,https://img.my-best.id/content_section/choice_component/contents/31f66e56783bda930982232d7debc6ca.jpg?ixlib=rails-4.3.1&q=70&lossless=0&w=690&fit=max&s=3f720921b474d65bdf6d775ab995d54c,Tinggi
189,394.0,0.0,0.0,94.0,Gula putih,Karbo,https://img-global.cpcdn.com/recipes/8f989c17e5803c3b/680x482cq70/gulai-asam-keueng-asam-pedas-tongkol-seafoodfestival-foto-resep-utama.jpg,Tinggi
190,52.0,10.0,0.5,1.8,Gulai asam keueung ,Protein,https://sweetrip.id/wp-content/uploads/2022/10/1.jpg,Rendah
191,106.0,16.5,3.3,2.5,Gulai ikan ,Protein,https://www.glory-travel.com/wp-content/uploads/2018/11/o1AJ9qDyyJNSpZWhUgGYc3MngFqoAN6WRcGHHcyTN6eXyGCVk.jpg,Sedang
192,148.0,10.0,9.8,5.0,Gulai ikan paya ,Protein,https://kbu-cdn.com/dk/wp-content/uploads/gulai-kambing.jpg,Sedang
193,126.0,4.2,9.4,6.2,Gulai kambing,Lemak,https://img-global.cpcdn.com/recipes/d43cbe5d1ad0490d/680x482cq70/gulai-keumamah-foto-resep-utama.jpg,Sedang
194,110.0,5.9,8.2,3.2,Gulai keumamah ,Lemak,https://www.agrowindo.com/wp-content/uploads/2017/06/Gulai-pakis-agrowindo.jpg,Sedang
195,143.0,4.0,11.4,6.0,Gulai pakis,Lemak,https://mediakom.kemkes.go.id/wp-content/uploads/2021/08/kuah-pliek-u.png,Sedang
196,176.0,7.3,14.9,3.2,Gulai pliek,Lemak,https://img-global.cpcdn.com/recipes/09856a93968f8df1/1200x630cq70/photo.jpg,Sedang
197,132.0,9.0,7.2,7.8,Gulai tiram ,Protein,https://d12man5gwydfvl.cloudfront.net/wp-content/uploads/2020/03/shutterstock_1561182373.jpg,Sedang
198,192.0,12.7,10.1,12.7,Gurame asem manis ,Karbo,https://i.ytimg.com/vi/xDsBbOWMWJo/maxresdefault.jpg,Sedang
199,218.0,0.5,2.5,48.5,Gurandil,Karbo,https://bakeitwithlove.com/wp-content/uploads/2021/12/glazed-honey-ham-sq.jpg,Sedang
200,389.0,16.9,35.0,0.3,Ham,Lemak,https://www.lekkerensimpel.com/wp-content/uploads/2016/10/IMG_0381-2.jpg,Tinggi
201,65.0,10.0,1.0,3.5,Hangop,Protein,https://media.suara.com/pictures/653x366/2019/10/10/41737-ilustrasi-hati-babi-pixabaychodarat.jpg,Rendah
202,390.0,14.2,7.4,68.2,Havermout,Karbo,https://www.mongabay.co.id/wp-content/uploads/2015/05/sikapa02.jpg,Tinggi
203,127.0,1.2,0.5,29.5,Ubi hutan ,Karbo,https://t-2.tstatic.net/medan/foto/bank/images2/Resep-Ikan-Asar-dan-Cara-Membuatnya-Hidangan-Khas-Maluku.jpg,Sedang
204,146.0,17.7,5.9,5.6,Ikan asar merah ,Protein,https://img-global.cpcdn.com/recipes/446879a009d58694/1200x630cq70/photo.jpg,Sedang
205,380.0,33.6,27.5,0.0,Ikan Asin bilis goreng,Protein,https://images.tokopedia.net/img/cache/700/product-1/2019/7/27/6486945/6486945_99c1b375-e266-42bb-b539-f5731fb74114_960_960.jpg,Tinggi
206,456.0,46.5,24.4,0.0,Ikan Asin gabus goreng,Protein,https://img-global.cpcdn.com/recipes/756a62f3201bd80c/1200x630cq70/photo.jpg,Tinggi
207,348.0,18.7,29.5,0.0,Ikan Asin japuh goreng,Lemak,https://cdn2.tstatic.net/tribunnewswiki/foto/bank/images/ikan-asinn.jpg,Tinggi
208,193.0,42.0,1.5,0.0,Ikan Asin kering,Protein,https://img-global.cpcdn.com/recipes/Recipe_2015_01_31_12_33_39_810_87c9c03bd7c9a069b268/680x482cq70/ikan-pari-goreng-foto-resep-utama.jpg,Sedang
209,430.0,58.2,23.6,0.0,Ikan Asin pari goreng,Protein,https://img-global.cpcdn.com/recipes/63c1692184e591d6/1200x630cq70/photo.jpg,Tinggi
210,652.0,40.4,54.3,0.0,Ikan Asin pepetek goreng,Lemak,https://images.tokopedia.net/img/cache/700/product-1/2020/2/4/7723047/7723047_740a394f-4f87-467c-bb24-6ff77d857edd_1224_1224.jpg,Tinggi
211,319.0,6.9,31.7,0.0,Ikan Asin sirinding goreng,Lemak,https://img-global.cpcdn.com/recipes/15714e008b15f3e0/680x482cq70/teri-segar-goreng-tanpa-minyak-foto-resep-utama.jpg,Tinggi
212,430.0,33.4,32.4,0.0,Ikan Asin teri goreng,Protein,https://3.bp.blogspot.com/-QIgcZ7K-sU4/XCHN03j4UGI/AAAAAAAAGjQ/Lmq-K-j5qQgIR-aSasCnx01eQ9bND4pfwCLcBGAs/s1600/ikan%2Btawes%2B1.jpg,Tinggi
213,198.0,19.0,13.0,0.0,Ikan Bader (Tawes),Protein,https://upload.wikimedia.org/wikipedia/commons/9/98/Maroon_Clown_Fish444.jpg,Sedang
214,112.0,20.0,1.3,3.7,Ikan bambangan segar,Protein,https://images.tokopedia.net/blog-tokopedia-com/uploads/2021/08/Featured_Manfaat-Ikan-Bandeng.jpg,Sedang
215,129.0,20.0,4.8,0.0,Ikan Bandeng,Protein,https://www.philips.com/c-dam/b2c/id_ID/experience/ho/cooking/iikan-goreng-thumbnail.jpg,Sedang
216,296.0,17.1,20.3,11.3,Ikan bandeng presto ,Lemak,https://altarafish.com/wp-content/uploads/2019/02/kembung-banjar-2.jpg,Sedang
217,144.0,17.8,5.8,5.2,Ikan baung bakar,Protein,https://www.pustakadunia.com/media/posts/9/green-baung.jpg,Sedang
218,123.0,15.1,5.5,3.3,Ikan baung segar,Protein,https://cdn0-production-images-kly.akamaized.net/C-d15AzyqyZ6g3FXgdgNiM0vT8w=/881x0:3882x3001/1200x1200/filters:quality(75):strip_icc():format(webp)/kly-media-production/medias/3083206/original/068408300_1584935571-shutterstock_1543262462.jpg,Sedang
219,96.0,19.0,1.7,0.0,Ikan Bawal,Protein,https://www.surabayapagi.com/po-content/photo/big/a782bead716a8dbee3762c8c79ec4e54.jpg,Rendah
220,138.0,14.0,0.7,7.4,Ikan Bekasang,Protein,https://nilaigizi.com/assets/images/produk/produk_1535645437.JPG,Sedang
221,128.0,18.0,3.0,7.2,Ikan Belida bakar,Protein,https://asset.kompas.com/crops/1fAzPKIXKLg0zUIFq1noM_71D44=/73x0:916x562/750x500/data/photo/2021/09/07/6137430f50e33.jpg,Sedang
222,417.0,25.9,19.4,32.0,Ikan Belut Segar goreng,Karbo,https://images.tokopedia.net/img/cache/700/VqbcmM/2021/8/9/57ed09de-9e7e-4d05-9de8-d85353362446.jpg,Tinggi
223,109.0,17.0,4.0,0.0,Ikan Ekor Kuning,Protein,https://id-test-11.slatic.net/p/bb5a949dcbe534ed2ecdfd98a8e9c07b.jpg,Sedang
224,292.0,58.0,4.0,0.0,Ikan Gabus kering,Protein,https://images.tokopedia.net/img/cache/500-square/VqbcmM/2020/10/17/13ad7cdb-015a-4298-a4ef-f698a1143555.jpg,Sedang
225,74.0,25.2,1.7,0.0,Ikan Gabus ,Protein,https://nilaigizi.com/assets/images/produk/produk_1535646628.jpg,Rendah
226,267.0,23.1,19.4,0.2,Ikan gete goreng,Protein,https://www.fishbase.se/images/species/Lachr_u2.jpg,Sedang
227,298.0,46.3,3.6,20.2,Ikan hiu kering,Protein,https://awsimages.detik.net.id/community/media/visual/2021/10/21/ilustrasi-ikan-hiu.jpeg?w=1200,Sedang
228,302.0,70.7,1.9,0.4,Ikan kayu kering,Protein,https://asset.kompas.com/crops/G41p2wbQwOBGvIZvV4aU4qOQtBQ=/0x0:1000x667/750x500/data/photo/2023/03/18/64153daddd7cc.jpg,Tinggi
229,103.0,22.0,1.0,0.0,Ikan Kembung,Protein,https://asset-a.grid.id/crop/0x0:0x0/x/photo/2022/01/19/kima-yic-artikel-by-tionjpg-20220119124005.jpg,Sedang
230,252.0,19.9,19.1,0.0,Ikan Lele goreng,Protein,https://images.tokopedia.net/img/cache/700/product-1/2020/6/12/101531639/101531639_f8f0374d-3534-4642-84c3-530d9b1fb3f0_690_690.jpg,Sedang
231,112.0,20.0,3.0,0.0,Ikan Lemuru,Protein,https://homemadeindonesia.com/apihmi/images/datatoko/K3DE232FF89_brg66792.jpg,Sedang
232,188.0,19.3,12.2,0.0,Ikan Mas goreng,Protein,https://assets.pikiran-rakyat.com/crop/0x0:0x0/x/photo/2022/01/06/1877204615.jpg,Sedang
233,209.0,15.2,11.3,11.8,Ikan Mas pepes,Protein,https://homemadeindonesia.com/apihmi/images/datatoko/K0B6216F87F_brg17106.jpg,Sedang
234,416.0,46.9,23.9,0.0,Ikan Mujair goreng,Protein,https://sweetrip.id/wp-content/uploads/2022/10/a-pepeas.jpg,Tinggi
235,121.0,21.7,2.8,0.8,Ikan Mujair pepes,Protein,https://s4.bukalapak.com/img/9282888648/large/1792856_scaled.jpg,Sedang
236,152.0,17.6,6.1,6.7,Ikan Papuyu bakar,Protein,https://www.researchgate.net/publication/334733354/figure/fig1/AS:785755827888128@1564350196700/Gambar-5-Papuyu-Anabas-testudineus.ppm,Sedang
237,144.0,17.5,6.3,4.3,Ikan Patin bakar,Protein,https://trubus.id/wp-content/uploads/2022/08/Tiga-Olahan-Enak-Berbahan-Baku-Ikan-Patin-dok.-trubus.jpg,Sedang
238,240.0,21.7,7.7,20.7,Ikan sanggang masakan,Protein,https://asset-a.grid.id/crop/0x0:0x0/700x465/photo/2020/02/17/2999385616.jpg,Sedang
239,170.0,33.4,3.0,0.0,Ikan Teri kering,Protein,https://id-live-01.slatic.net/p/2c66b75ba7c1ae5fc1aff0e6ba330871.jpg,Sedang
240,331.0,68.7,4.2,0.0,Ikan Teri Kering tawar,Protein,https://s0.bukalapak.com/img/54156313/large/teri_nasi.jpg,Tinggi
241,144.0,32.5,0.6,0.0,Ikan Teri Nasi kering,Protein,https://imgx.parapuan.co/crop/158x87:1101x703/945x630/photo/2022/03/17/istock-1338406521jpg-20220317072335.jpg,Sedang
242,156.0,2.7,1.3,33.3,Jagung grontol,Karbo,https://i0.wp.com/hobiternak.com/wp-content/uploads/2018/10/Jagung-Giling.jpg?ssl=1,Sedang
243,361.0,8.7,4.5,72.4,Jagung Kuning giling,Karbo,https://asset.kompas.com/crops/HUdXp3hvaVaonEfuXn7HIdFl66A=/100x98:900x632/750x500/data/photo/2023/04/25/6447c89e49faa.jpg,Tinggi
244,129.0,4.1,1.3,30.3,Jagung Kuning muda,Karbo,https://img.freepik.com/free-photo/heap-grains-maiz-background-pile_1417-409.jpg?w=1060&t=st=1684231990~exp=1684232590~hmac=fe077cdb34e08b9400fe5947a004f01634731054b42142ff29ea2ae9c6a7c519,Sedang
245,307.0,7.9,3.4,63.6,Jagung Kuning pipil baru,Karbo,https://images.tokopedia.net/img/cache/700/VqbcmM/2021/3/9/46770004-bb6d-4090-9004-d533f57099b6.jpg,Tinggi
246,366.0,9.8,7.3,69.1,Jagung kuning pipil kering ,Karbo,https://img.freepik.com/free-photo/heap-grains-maiz-background-pile_1417-409.jpg?w=1060&t=st=1684231990~exp=1684232590~hmac=fe077cdb34e08b9400fe5947a004f01634731054b42142ff29ea2ae9c6a7c519,Tinggi
247,355.0,9.2,3.9,73.7,Jagung Kuning pipil lama,Karbo,https://asset-a.grid.id/crop/0x0:0x0/700x0/photo/2021/11/13/webpnet-resizeimage-2021-11-1-20211113101409.jpg,Tinggi
248,154.0,3.8,3.5,28.4,Jagung kuning pipil rebus,Karbo,https://img.freepik.com/free-photo/fresh-corn-wooden-table_93675-128402.jpg?w=1060&t=st=1684232021~exp=1684232621~hmac=042e896b6f66894e080286eff787ce22c624d05b8a23aca7b2a8697e1db9c2a4,Sedang
249,140.0,4.7,1.3,33.1,Jagung Kuning segar,Karbo,https://asset.kompas.com/crops/DML-7ulQtT9LImhG3ktsEsZGSvk=/0x0:780x520/780x390/data/photo/2020/06/28/5ef8bf9a2b929.jpg,Sedang
250,355.0,9.2,3.9,73.7,Jagung kuning tepung,Karbo,https://images.tokopedia.net/img/cache/700/VqbcmM/2021/5/30/92010621-b054-4943-a591-999d1a51d8f6.jpg,Tinggi
251,35.0,2.2,0.1,7.4,Jagung muda,Karbo,https://cdn0-production-images-kly.akamaized.net/TEujZlJaBxECV4gi2Q1Wsm-MQEM=/1200x675/smart/filters:quality(75):strip_icc():format(jpeg)/kly-media-production/medias/2861087/original/051181600_1563862977-corn-4318296_1920.jpg,Rendah
252,147.0,5.1,0.7,31.5,Jagung muda kuning ,Karbo,https://img-global.cpcdn.com/recipes/692c7955006bca76/1200x630cq70/photo.jpg,Sedang
253,142.0,5.0,0.7,30.3,Jagung muda rebus,Karbo,https://s2.bukalapak.com/img/7921308452/large/IMG_20180418_WA0037_scaled.jpg,Sedang
254,175.0,1.8,1.8,35.0,Jagung Rebus ,Karbo,https://ibusayur.my.id/wp-content/uploads/2022/08/ibusayur.my.id-sayur-nangka-51661b26-eb56-4072-8613-65cb6b4c2ecb.png,Sedang
255,148.9,10.4,10.4,20.1,Jagung tumis,Karbo,https://www.goodnewsfromindonesia.id/uploads/post/large-jagung-titi-khas-nusa-tenggara-timur-tagar-auto-x2-6d59375d908da9e03022e47ce4038409.jpg,Sedang
256,374.0,9.4,2.2,79.1,Jagung titi,Karbo,https://s3-publishing-cmn-svc-prd.s3.ap-southeast-1.amazonaws.com/article/yGGUi3g36leAkNBWE0jT6/original/044762400_1598525725-Ini-Bedanya-Manfaat-Jahe-Merah-Jahe-Putih-dan-Jahe-Emprit-shutterstock_585874265.jpg,Tinggi
257,51.0,1.5,1.0,10.1,Jahe,Karbo,https://statics.indozone.news/content/2020/11/20/qEsjPJP/jali-jali-superfood-dengan-pemanfaatan-terbatas-di-indonesia98_700.jpg,Rendah
258,289.0,11.0,4.0,61.0,Jali,Karbo,https://i0.wp.com/pinkkorset.com/wp-content/uploads/2016/07/selai.jpg,Sedang
259,239.0,0.5,0.6,64.5,Jam selai,Karbo,https://img-global.cpcdn.com/recipes/c8380e9b21a49f17/680x482cq70/ikan-asin-jambal-goreng-renyah-tips-foto-resep-utama.jpg,Sedang
260,286.0,48.5,9.2,2.3,Jambal goreng,Protein,https://demfarm.id/wp-content/uploads/2022/08/rose-apples-or-chomphu-isolated-on-white-backgroun-2021-09-03-19-03-57-utc-1024x768.jpg,Sedang
261,46.0,0.6,0.0,11.8,Jambu Air,Karbo,https://asset.kompas.com/crops/4TGyZIJJ3wev1NuC6g-2Pggg6tA=/51x58:931x644/750x500/data/photo/2022/10/28/635b7364a7089.jpg,Rendah
262,49.0,0.9,0.3,12.2,Jambu Biji,Karbo,https://asset.kompas.com/crops/5tqZoxNrD7W4y60L4TJeRG9hIDM=/2x1:1000x667/375x240/data/photo/2021/06/15/60c8497419234.jpg,Rendah
263,61.0,0.9,0.3,15.4,Jambu biji putih tidak berbiji,Karbo,https://asset.kompas.com/crops/CRaVBVmC7B0888k4y86iwwNsCvo=/0x41:1000x707/750x500/data/photo/2021/06/15/60c82d8d8e0d2.jpg,Rendah
264,56.0,0.6,0.3,14.2,Jambu Bol,Karbo,https://images.tokopedia.net/img/cache/500-square/product-1/2018/1/7/15542540/15542540_dac5a5c7-8e74-415d-b2c9-2725481acb7d_705_628.jpg,Rendah
265,64.0,0.7,0.6,15.8,Jambu Monyet buah,Karbo,https://assets.tokko.io/ff2dd45e-0891-49db-bf59-8cb4abad9ad1/products/images/4332adf2-41b4-4e4c-8a05-404d66b7d3b7,Rendah
266,350.0,6.2,1.4,78.2,Jampang huma mentah,Karbo,https://img-global.cpcdn.com/recipes/a08c63a31c3cf541/680x482cq70/kolat-tiungkulat-siaujamur-merahjamur-kalimantanjamur-hutan-foto-resep-utama.jpg,Tinggi
267,45.0,2.5,3.9,0.0,Jamur Coklat ,Lemak,https://asset-a.grid.id//crop/0x0:0x0/700x0/photo/2019/10/29/3488789990.jpg,Rendah
268,296.0,9.4,1.1,62.0,Jamur encik,Karbo,https://asset.kompas.com/crops/3caJpamNwFqn62cq9Tf8ZRPsIh4=/0x41:1000x707/750x500/data/photo/2021/12/06/61ad642aaebd0.jpg,Sedang
269,294.0,16.0,0.9,64.6,Jamur kuping kering,Karbo,https://res.cloudinary.com/dk0z4ums3/image/upload/v1677240659/attached_image/10-manfaat-jamur-kuping-bagi-kesehatan-yang-sayang-dilewatkan.jpg,Sedang
270,21.0,3.8,0.6,0.9,Jamur kuping segar,Protein,https://images.tokopedia.net/img/cache/500-square/VqbcmM/2021/5/18/4d757a05-da96-4e08-9f32-3d899e031add.jpg,Rendah
271,30.0,3.5,0.2,4.0,Jamur merang segar,Karbo,https://www.nahuby.sk/images/fotosutaz/2011/09/28/peter_stalnik_288950.jpg,Rendah
272,48.0,2.8,4.1,2.9,Jamur Putih,Lemak,https://www.teropongmalut.com/wp-content/uploads/2022/09/IMG-20220903-WA0037.jpg,Rendah
273,48.0,1.9,3.2,2.8,Jamur sagu,Lemak,https://asset.kompas.com/crops/3R88xEE7NLaT0rK6S_XENi_1zd8=/4x6:996x667/750x500/data/photo/2021/05/20/60a5f01d9e454.jpg,Rendah
274,30.0,1.9,0.1,5.5,Jamur tiram segar,Karbo,https://img-global.cpcdn.com/recipes/6c2521b843621d65/1200x630cq70/photo.jpg,Rendah
275,48.0,0.6,0.2,12.4,Jeruk Bali,Karbo,https://images.tokopedia.net/img/cache/250-square/VqbcmM/2022/6/20/c671b4ac-5716-43f7-a15a-3a946e27c869.jpg?ect=4g,Rendah
276,61.0,0.8,0.2,14.1,Jeruk banjar ,Karbo,https://niagatani.id/public/uploads/all/dPV6XsNI9r3rTpv9M1svWGkSKVRoALQcCIJTueAk.jpg,Rendah
277,44.0,0.8,0.3,10.9,Jeruk Garut,Karbo,https://lzd-img-global.slatic.net/g/ff/kf/Sd9344c04c7df41bb8787ac8325e92891D.jpg_200x200q80.jpg_.webp,Rendah
278,39.0,0.3,0.3,8.9,Jeruk Kalamansi ,Karbo,https://img.okezone.com/content/2015/07/30/298/1187784/tips-pilih-jeruk-berkualitas-baik-segar-oOeyrrcWKr.jpg,Rendah
279,45.0,0.9,0.2,11.2,Jeruk Manis,Karbo,https://asset-a.grid.id/crop/0x0:0x0/700x465/photo/2020/03/02/2284586354.png,Rendah
280,37.0,0.8,0.1,12.3,Jeruk Nipis,Karbo,https://images.tokopedia.net/img/cache/250-square/hDjmkQ/2021/1/3/2de49603-36db-48fc-9749-df7946340f62.png,Rendah
281,49.0,0.7,0.2,11.1,Jeruk ragi ,Karbo,https://upload.wikimedia.org/wikipedia/commons/4/44/Acmel_panic_100301-0161_sbrg.jpg,Rendah
282,32.0,1.9,0.3,7.1,Jotang,Karbo,"https://blue.kumparan.com/image/upload/fl_progressive,fl_lossy,c_fill,q_auto:best,f_jpg,w_480/bj0crytdzulie8ypcyxz.jpg",Rendah
